artist_name,track_name,release_date,genre,lyrics
Astrobrite,Crasher,2001,shoegaze,"I said that I could 
I said that I would 
If you want, if you want 
To give me a chance with you

I still cannot hope 
The real soul that you have 
All the time, all the world that you can do is 
Somewhere without you 

I said that you took 
I can't believe all 
That you want to  become 
Is all seen without you 

I'll crash into 
You once I want to 
Be nothing that you can 
Be alone with the wave too "
Astrobrite,Lightyears,2002,shoegaze,"I've used hammers made out of wood 
I have played games 
with pieces and rules 
I've deciphered tricks at the bar 
But now you're gone 
I haven't figured out why 
I've come up with riddles 
And jokes about war 
I've figured out numbers 
and what they're for 
I've understood feelings 
And I've understood words 
But how could you be taken away 

And wherever you've gone 
And wherever we might go.. 
It don't seem fair 
Today just disappeared 
Your lights reflected now 
Reflected from a far..
We were but stones
Your light made us stars..

With heavy breath
Awaken regrets
Back pages and days alone
they could've been spent
Together but we were miles apart
Every inch between us
becomes light years now
No time to be void
Or save up on life
Uh you've got to spend it all

And wherever you've gone
And wherever we might go..
It don't seem fair
You seem to like it here
Your lights reflected now
Reflected from a far...
We were but stones
Your light made us stars..

And wherever you've gone
And wherever we might go..
It don't seem fair
Today just disappeared
Your lights reflected now
Reflected from a far..
We were but stones..
Your light made us stars"
No Joy,Hawaii,2010,shoegaze,"Welcome and spin your Hollywood
In the backyard with a friend on the telephone
The town right then is cooler than down
You're the one that turns it around
It's high and lost, forget about them 
And this sound 
Yeah, I guess this sound 
Wear a bell that Saturday makes 
If you've got what it takes 
Then fate'll come around 
Pick that wish and crying thing  
And get yourself to a super town  
Who cares who's gone?  
It's like the palm tree sickness hit home  
James Taylor's on, through this pipeline feels real good  
Flashing like rhythm, more than you could  
Imagine if it happens to you  
And ask me if it lasts  
Yesterday's home cut in half  
Good night you sleep 
It'll be a heavy drive back east "
No Joy,Lunar Phobia,2013,shoegaze,"Here and now 
Here and now 
World keeps closing up somehow 
Here and now 
Here and now 
Who's going to save us? 

I'm last asleep 
Worrying 
Is it breaking it? 
Is she breathing? 
Do I regret? 
Is that just it? 
Should I have been? 
Do we begin? 

Here and now 
Here and now 
World keeps closing up somehow 
Here and now 
Here and now 
Who's going to save us? 

I'm last asleep 
Worrying 
Is it breaking it? 
Is she breathing? 
Do I regret? 
Is that just it? 
Should I have been? 
Do we begin? 
I'm last asleep 
Worrying 
Is it breaking it? 
Is she breathing? 
Do I regret? 
Is that just it? 
Should I have been?
Do we begin? 
In the sound 
In the sound 
Hold the pieces much too loud 
In the sound 
In the sound 
I do it all 

Here and now 
Here and now 
Here and now 
Here and now 
Who's going to save us? 
Here and now 
Here and now  "
No Joy,E,2013,shoegaze,"Place Anesthetic in your veins 
Each Lonely day is the same 
Don’t care for bodies 
Or the Brains 
Put to your silk I’m a stain  Ooo Let’s trade organs for a day
I promise my heart is in good shape 
When is the where and the way 
Into your eyes Im awake  Ooo "
Tamaryn,The Garden,2015,shoegaze,"Is this a dream? 
It’s not in essence 
What it used to be 
Stole the words 
Of yesterday 
Turned away 
Yet felt the same 
In every face a thing to want 
When everything is what you can’t 
Love 
The seed that’s sown grows 
And it rose in the garden 
The seed that’s sown grows
A red rose in the garden goes 
We feel it new soul 
Of a hollow garden 
Where nothing could grow 
Was only stone and coal 
Is this a life? 
Tiny leaves 
Cut on the family knife 
Stormy words 
That turn the clock 
Ticks away 
Then fakes a stop 
Like every faith is a mirror above 
We vanitized the message of love "
Tamaryn,Cranekiss,2015,shoegaze,"Love, wind around me 
Peel you 
A round heart Lovers at the wrong kiss 
And at the wrong tongue 
I'm always at the wrong pace  I know you feel me burn up 
Just like the heat of the sun 
I know you feel me burn up 
I'm charmed to kiss you long I know you feel me burn up 
Just like the heat of the sun 
I know it faded all along You've seemed to move on now 
Forget what you wanted 
Take what you want 
Get what you want 
I've seemed to move on now 
Forget what they wanted 
I take who I want 
Do what they want You've seemed to move on now 
Forget what you wanted 
Take what you want 
Get what you want 
I've seemed to move on now 
Forget what they wanted 
I take who I want 
Do what they want Love wild 
Pull me in 
I'm fall, falling I know you feel me burn up 
Just like the heat of the sun 
I know you feel me burn up
I'm charmed to kiss you long I know you feel me burn up 
Just like the heat of the sun 
I know it faded all along I know you feel me burn up 
Just like the heat of the sun 
I know it faded all along You've seemed to move on now 
Forget what you wanted 
Take what you want 
Get what you want 
I've seemed to move on now 
Forget what they wanted 
I take who I want 
Do what they want You've seemed to move on now 
Forget what you wanted 
Take what you want 
Get what you want 
I've seemed to move on now 
Forget what they wanted 
I take who I want 
Do what they want "
Tamaryn,Love Fade,2010,shoegaze,"Turn the heart 
Turn the sea 
In the sun 
We can descend 
Under city lights are silvering 
I'm missing I'm not the Same Fade love fade 
As the sun sunlight Walls struck white 
Washed their skin 
Diamond pointed light 
Across their backs Fade love fade 
As the sun sunlight Fade love fade 
As the sun descends Fade love fade 
As the sun descends "
Whirr,Ease,2012,shoegaze,"I just want to feel alone 
I think of feelings that I can't throw 
I don't want them to fade, they're warm enough to stay 
When I feel cold 
To be at ease 
Alone is feeling 
To be at ease 
Alone is feeling 
These feelings are all I know 
Hidden in ways I can't show 
The burden feels okay 
I'm used to the weight 
All alone 
To be at ease 
Alone is feeling 
To be at ease 
Alone is feeling "
Whirr,Leave,2010,shoegaze,"Don't change the way you are 
Don't change the way you were because I said so 
Run away from your mistakes 
And all you hate because you said so 
So you will 
That's a promise you need to keep 
And if you break it, you'll never leave 
Don't change the way you are 
Don't change the way you were because I said so 
Run away from your mistakes 
And all you hate because you said so 
So you will 
That's a promise you need to keep 
And if you break it, you'll never leave "
Whirr,Blue,2010,shoegaze,"I walk with my head down 
I ignore all the faces 
Avoiding the cracks onto empty spaces 
Frowning on concrete 
My steps lead me blue 
I walk with my head down 
I ignore all the faces 
Away from the light, into dark places 
Walking on sidewalks 
The path casts a gloom 
The sidewalks hide my timid face 
The darkness saved me 
Fell from grace 
I'll make-do "
Nothing,Vertigo Flowers,2016,shoegaze,"And I hate everything you're saying 
Anxiety, it's all about me 
Watch out for those who dare to say that everything will be ok 
Watch out for those who want to be anything at all 
And I hate everything you're saying
Anxiety, it's all about me 
Watch out for those who dare to say that everything will be ok 
Watch out for those who want to be anything at all 
They're coming for me... "
Nothing,Eaten by Worms,2016,shoegaze,"Have a laugh
Were friends until the bitter end
So fry our heads
Chasing breathes
Plastic sheets, puddles of sweat
Leave what you left
Pupils spun
Blessed be the setting sun 
It's load of fun 
It's unavoidable 
It's unattainable 
It's uncontrollable 
But you know? 
But you know 
It's unavailable 
It's irresistible 
It's educational 
It's recreational 
It's confrontational 
It's inescapable 
It's so practical 
Yet so magical 
It's unavoidable 
It's unavoidable 
It's unavoidable 
But you know "
Nothing,Bent Nail,2014,shoegaze,"I'm built to bleed, plan my ruin guiltlessly 
A broken tool inside the shed 
Give up the spring, then covet secretly 
The breeze and scent stay far away 
I'm caught between a beggar's teeth 
Buried in the wilted roses and the pregnant weeds 
Protest the stars eternally 
You can pound away on me until my head's beneath 
I'm built to bleed, plan my ruin guiltlessly 
Another John who's lost his head 
I'm a bent nail, you've got no use for me 
A monster for eternity 
I'm caught between a beggar's teeth 
Buried in the wilted roses and the pregnant weeds 
Protest the stars eternally 
You can pound away on me until my head's beneath 
If you feel like letting go 
If you feel like letting go 
If you feel like letting go (If you feel like) 
If you feel like letting go (If you feel like) "
The Telescopes,Flying,1991,shoegaze,"You are part of the sky, fly away, away, away 
Don't you need to feel the ground you cannot see? 
Everywhere in everything is something new to know, to fee 
Every part of the sky, beneath, there's angels at your feet 

Aaaah-aaaah... and my eyes can't fail my mind... 
Flying away... 

You are waves on the sea, crashing down and down on me 
Don't you need to reach the sky you cannot feel? 
Sometimes when, you never smile, you always notice what you feel 
Every wave on the sea, I couldn't drown you should I please 

Aaaah-aaaah... and my eyes can't fail my mind... 
Flying away... "
Medicine,Time Baby 3:00,1994,shoegaze,"Sometimes it rains inside my head 
All the words run dry 
Walls are breathing hands are reaching up 
To touch my thigh 
No they don't have to take you away 
No they don't have to take you away 
No they don't have to take you away 
No they don't have to take you away 
Sometimes it's bright inside my head 
Just like the spark in my eyes 
And hands are breathing ones are reaching up 
Cause that's the time we rise 
No they don't have to take you away 
No they don't have to take you away 
No they don't have to take you away 
No they don't have to take you away 
(That's breaking away again) 
No they don't have to take you away "
Curve,Doppelganger,1992,shoegaze,"Oh, the devil is in me
Oh, the devil is in me

Oh, the spirit is in me
Oh, the spirit is in me

I don't know what I should do now
Show me what I should be doing

Am I wearing my right dress?
Am I wearing the right shoes?
Am I wearing my right face?

You just hate me for being born
You just hate me for being me
You just hate me for being born
You just hate me for knowing you
('Cause I hate you)

All I ever wanted
Was to be the night in your eyes

Am I thinking the right things?
Am I in my right mind?
Am I wearing my right head?

You just hate me for being born
You just hate me for being me
You just hate me for being born 
You just hate me for knowing you 
('Cause I hate you) 

Do I have a real heart? 
Do I think with an open mind? 
Do I have real blood? 
Beating through my veins 
Moving through my veins 
Beating through my veins 

Pulsating through me 
Pushing through my veins 

You just hate me for being born  
You just hate me for being me  "
M83,Midnight City,2011,shoegaze,"Waiting in the car
Waiting for the ride in the dark 
At night the city grows 
Look at the horizon glow 
Waiting in the car 
Waiting for the ride in the dark 
Drinking in the lounge 
Following the neon signs 
Waiting for a word 
Looking at the milky skyline 
The city is my church 
It wraps me in its blinding twilight 
Waiting in the car 
Waiting for the ride in the dark 
Waiting in the car 
Waiting for the ride in the dark 
Waiting in the car 
Waiting for the ride in the dark 
Waiting in the car 
Waiting for the ride in the dark 
Waiting in the car 
Waiting for the ride in the dark "
"	A Place to Bury Strangers",You Are the Way,2008,shoegaze,"Feeling loose 
Walk and talk 
Moving fast 
I took it all 

Feeling fine 
It's not enough 
So I move on 
Life is rough 

I wanna be 
In the sky  
I wanna be 
Riding high 

Speeding cars 
The turn of wind 
The burning speed 
It breaks my skin 

I turn my back 
A motive sky 
Moving fast 
I wanna die 

I feel the wind 
Breathe the air 
Driving fast  
But still don't care 

I start to fall
I lose control
I try to turn
I start to roll

I can't hold on
Moving so fast
I wish I had the chance to do it all againAnd you could be the one
But I was riding away
I'm gonna follow the sun
And it felt so good inside
When you took my life
Faster than an engine could ever ride
You are the one

I feel the heat
I felt it break
Follow the road
Into the lake

I wanted to
Have it all
Now here alone
I'm gonna fall

It disappears
Into the sky
I'm on the road
About to die

I break my face
I break my life
I wish I had the chance to do it all again

And you could be the one
But I was riding away
I'm gonna follow the sun
And it felt so good inside
When you took my life
Faster than an engine could ever ride
You are the one"
Ringo Deathstarr,Imagine Hearts,2011,shoegaze,"Tambourine, the sun is in your wings 
Some other dream, mind dreams 
At your best and soon you'll lose your mind 
Summertime, two girls know that summertime feeling 
When you see the colors in my dreams 
When you feel something 
And so, can't do that they'll know 
Still I dream everything 
I've go memories in my soul (imagine hearts) 
I'll drown (imagine hearts) 
And I'm dizzy with these hits (imagine hearts) 
I'm losing imagine hearts, imagine hearts hearts 
Imagine hearts, imagine hearts hearts 
Tambourine, the sun is in my hands 
Some other dream, mind dreams 
At your best and soon you'll lose your mind 
Summertime, two girls 
I've go memories in my soul (imagine hearts) 
I'll drown (imagine hearts) 
And I'm dizzy with these hits (imagine hearts) 
I'm losing imagine hearts, imagine hearts hearts 
Imagine hearts, imagine hearts hearts "
The Radio Dept.,Heaven's on Fire,2003,shoegaze,"I look at you and my blood boils hot
I feel my temperature rise
I want it all, give me what you got
There's hunger in your eyes
I'm getting closer, baby hear me breathe (hah, hah, hah)
You know the way to give me what I need
Just let me love you and you'll never leave

Feel my heat taking you higher
Burn with me, Heaven's on fire
Paint the sky with desire
Angel fly, Heaven's on fire

I got a fever raging in my heart
You make me shiver and shake
Baby don't stop
Take it to the top, eat it like a piece of cake
You're coming closer, I can hear you breathe (hah, hah, hah)
You drive me crazy when you start to tease
You could bring the devil to his knees

Feel my heat taking you higher
Burn with me, Heaven's on fire
Paint the sky with desire
Angel fly, Heaven's on fire

Ooh-oh Heaven's on fire, ooh-oh Heaven's on fire, ooh-oh

I'm getting closer, baby hear me breathe (hah, hah, hah)
You know the way to give me what I need
Just let me love you and you'll never leave

Feel my heat taking you higher
Burn with me, Heaven's on fire
Paint the sky with desire
Angel fly, Heaven's on fire
Feel my heat taking you higher
Burn with me, Heaven's on fire
Paint the sky with desire
Angel fly, Heaven's on fire
Feel my heat taking you higher
Burn with me, Heaven's on fire
Paint the sky with desire
Angel fly, Heaven's on fire"
Alcest,Écailles de Lune,2010,shoegaze,"July's light goes out over the shores and, pensive, I let my thoughts get lost into the blazing horizon  The murmur of the waves pacifies me, I make the most of this precious moment, inviting the warm seaside breeze to re
"
Beach House,Myth,2012,shoegaze,"Drifting in and out
You see the road you're on
It came rolling down your cheek
You say just what you mean
And in-between, it's never as it seems
Help me to name it
Help me to name it
If you built yourself a myth
You'd know just what to give
What comes after this
Momentary bliss? 
The consequence 
Of what you do to me 
Help me to name it 
Help me to name it 
Found yourself in a new direction 
Arrows falling from the sun 
Canyon calling, would they come to greet you? 
Let you know you're not the only one 
Can't keep hanging on 
To what is dead and gone 
If you built yourself a myth 
You'd know just what to give 
Materialize 
Or let the ashes fly 
Help me to name it 
Help me to name it "
The Depreciation Guild,Butterfly,2007,shoegaze,"Fade till you see through me
But I won't leave so soon 
For whom do I still linger? 
It is you 
It is you 
And I have never known such bliss 
As a hand swept down across my wrist 
Or an eyelash brushed against my face 
It's like everything's in place 
Fade till you see through me 
But I won't leave so soon 
Who do I still sing for? 
It is you 
It is you 
Fade till you see through me 
I'm a cold translucent blue 
But it's warm when you stand near me 
Oh, it's true 
Yes, it's true 
And I have never known such bliss 
As a hand swept down across my wrist 
Or an eyelash brushed against my face 
It's like everything's in place 
Oh it's you 
Yes it's true "
DIIV,Doused,2012,shoegaze,"Never had you run so far but you really gotta get away 
You know it in the nighttime running to it 
Caught a rising star but then you let it drop into 
The ocean now the water's running through it 
Now you've gone so far you really had to get away you 
Knew it in your lifetime running to it 
Acting like you've come so far the bed you made yourself 
And this house and me are all falling apart 
Never thought you'd go so far but now you're really 
Gone and it's been so long I never really think about it 
Yeah you made a beating heart whatever now that amber 
Light has faded and it's yours to commit it 
Act like it stops and starts a gesture here and there 
For me is one thing but I felt it every time you blew it 
Now you've gone too far your urge to run away is back and we all knew "
Lotus Plaza,The Orbiting Spheres,2012,shoegaze,"If there comes a day when I must go 
Would you come with me 
So we won't be alone? 
We won't be alone 

If we got out quick and closed the door 
Would you come with me? 
We'd leave before they know 
We'd leave before they know 
No one would recognize us undercover 
As far as we could be 
We'd spend our life 

No one would recognize us undercover 
As far as we could be 
We'd spend our life 

When there comes a day when I must go 
Would you leave with me? 
We'd leap into the unknown 
Fade into the unknown 

If I promised you I'd be somewhere 
Would you trust in me  
There's something out there  
There's something out thereNo one would recognize us undercover 
As far as we could be 
We'd spend our life 

No one would recognize us undercover 
As far as we could be 
We'd spend our life "
Pinkshinyultrablast,Holy Forest,2015,shoegaze,"When I first saw you you were shy, shy and bright 
The summer was boring but I knew we'd be alright 
You called in the morning, we met almost at night 
Biked through the forest, holy forest full of light 

Hiding away now we don't know who we are 
Wish we could stay there how come we grew apart 
When you first saw me I was shy, shy and quiet  
That summer was boring but we knew we'd be alright "
The Pains of Being Pure at Heart,Young Adult Friction,2009,shoegaze,"Between the stacks in the library  
Not like anyone stopped to see 
We came, they went, our bodies spent 
Among the dust and the microfiche 
Dark winters wear you down 
Up again to see the dawn 
In your worn sweatshirt and your mother's old skirt 
It's enough to turn my studies down 

Now that you feel, you say it's not real 
Now that you feel, you say it's not real 

I never thought I would come of age 
Let alone on a moldy page 
You put your back to the spines 
And you said it was fine if there's nothing really left to say 
You're taking toffee with your vicodin 
Something sweet to forget about him 
If you go your own way I will go my own way  
And we'll never speak of it again Now that you feel, you say it's not real
Now that you feel, you say it's not real

Don't check me out 
Don't check me out  
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out  
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out 
Don't check me out    "
Lush,"	Sweetness",1990,shoegaze,"See my life (I've been so tired)  
See myself (I've been uptight)
See my life (I've been so tired) 
See my sight (I could disappear) 
See with you 
Memories fading fast 
And with you 
It's never going to last 
You are the sweetness in my eyes 
You are an apple in disguise 
See with you 
I never seemed to look the other way 
Only to stay, only to breathe, only to see 
That space and light is what I really need 
You are the sweetness in my eyes   
You are an apple in disguise 
I never wanted to tell lies 
You are the sweetness in my eyes 
You are the sweetness in my eyes 
You are an apple in disguise 
You are the juice I need for life 
You are the sweetness in my eyes "
Cranes,"	Shining Road",1991,shoegaze,"She's been making plans to go (you know) 
Hit the bright lights, hit the road  
To the city lights this time  
Just don't worry I'll be fine 
And she eats the food she bought 
'Cause its colored with a thought 
But the thought could never know  
It's lonely and empty too 
She's been making plans to go (you know) 
Hit the bright lights, hit the road 
To the city lights this time 
Just don't worry I'll be fine 
And is it all because of you?  
Everytime I look at you 
If I look back nevermind 
Just don't worry, I'll be fine 
Never look back, nevermind  
Just don't worry I'll be fine 
Never look back, nevermind 
Just don't worry I'll be fine "
Mazzy Star,"	Fade Into You",1993,shoegaze,"I want to hold the hand inside you 
I want to take a breath that's true  
I look to you and I see nothing 
I look to you to see the truth 

You live your life 
You go in shadows 
You'll come apart and you'll go blind 
Some kind of night into your darkness 
Colors your eyes with what's not there 

Fade into you 
Strange you never knew 
Fade into you 
I think it's strange you never knew 

A stranger's light comes on slowly 
A stranger's heart without a home 
You put your hands into your head 
And then smiles cover your heart 

Fade into you 
Strange you never knew  
Fade into you 
I think it's strange you never knew 

Fade into you
Strange you never knew
Fade into you
I think it's strange you never knew
I think it's strange you never knew"
No Joy,Nothing Will Hurt Me,2010,shoegaze,"Now I’m older
It’s impossibly sad  
Held your hand 
Then I pulled it back 
Nothing ever will hurt  
Until it does 
You're invisible 
I’m not the only one  
Watching what you’ve become 
Nothing is better than watching us die alone 
Brighter than all the sun 
A tree inside of her ocean 
Nothing will ever hurt you 
Will fade until it does 
Baby don’t cry 
Until I see you again 
Time will eat itself "
The Black Ryder,Sweet Come Down,2010,shoegaze,"I'm on my own 
I'm drinking for you and me 
Singing this song 
And hearing your harmony  

All I want 
Sweet lover on my side 
Oh lord, yoou're my only friend tonight 

You're out there alone 
I'm thinking about you and me 
The very me alone 
Singing this melody 

All I want 
Sweet lover on the side  
Oh lord, your my only friend tonight "
Alcest,"	Autre Temps",2010,shoegaze,"A faraway prayer carried by the evening wind  
Animates the leaves in their languorous dance 
It's the hymn of the old trees, sung for you 
For those somber forests which are now asleep 
So many seasons have passed without wa "
Sonic Boom,Just Like You,1990,shoegaze,"Just imagine everyday
Just imagine anyway
Just imagine lets just say
Just imagine time away

Just imagine how it could be
Just imagine you're a tree
Just imagine simplicity
Just imagine and then we'll see

Just imagine you're a cloud
Just imagine don't say it out loud
Just imagine to be truly free
Just imagine simplicity

Just imagine what you can do
Just imagine let it all come thru
Just imagine in the back of your mind
Just imagine and you'll be fine

Just imagine a cloud losing rain
Just imagine it again and again
Just imagine what we could be
I'll imagine too and then we'll see

Imagine you're with long lost friends
Imagine seeing them again
Imagine all the places that changed
Imagine they came back again

Just imagine you're a cloud  
Just imagine don't say it out loud 
Just imagine to be truly free 
Just imagine simplicity 

Just imagine what you can do 
Just imagine let it all come thru  
Just imagine in the back of your mind 
Just imagine and you'll be fine 

Just imagine a cloud losing rain 
Just imagine it again and again 
Just imagine what we could be 
I'll imagine too and then we'll see 

Imagine you're with long lost friends 
Imagine seeing them again 
Imagine all the places that changed 
Imagine they came back again "
Ride,Leave Them All Behind,1990,shoegaze,"Wheels turning around into alien grounds
Pass through different times 
Leave them all behind 
Leave them all behind 
Leave them all behind  
Leave them all behind 
Leave them all behind 
Just to see we've got so far to go 
Until we get there, just let it flow 
Just let it flow 
Just let it flow 
Just let it flow 
Just let it flow, just let it flow 
Ah, ah-ah 
Ah, ah-ah 
Ah-ah 
Ahh 
Colours shining clear 
Fading into night  
Our grasp is broken 
There's nothing we can do 
I don't care about the colours 
I don't care about the light 
I don't care about the truth 
I don't care about the truth"
"	Catherine Wheel",Black Metallic,1992,shoegaze,"I've never seen you when you're smiling
It really gets under my skin
You say it's easy when it's faster
I still can't guess what you're after
It's the colour of your skin
Your skin is black metallic
It's the colour of your skin
Your skin is black metallic
Your skin is black metallic
Your skin is black metallic
I think of you when you're sleeping
Of all the secrets that you're keeping
You can't stay all day under the covers
'Cause under there you'll discover
It's the colour of your skin
Your skin is black metallic
It's the colour of your skin
Your skin is black metallic
Your skin is black metallic 
You're turning black metallic 
Ah-oh 
Ah-oh 
Ah-oh 
Ah-oh
It's the colour of your skin 
It's the colour of your skin 
Your skin is black metallic 
Your skin is black metallic 
Your skin is black metallic 
You're turning black me- 
It's the colour of your skin 
Your skin is black metallic 
Your skin is black metallic 
Your skin is black metallic 
Your skin is black metallic 
Your skin is black metallic 
Your skin is black metallic  "
The Ocean Blue,Ballerina Out of Control,1995,shoegaze,"Her world came crashing down
And all that it contained 
A million pieces of dreams  
Coming apart at the seams 
But she twists and she whirls 
Dismissing it aa away,  
Wasn't quite the same as it was 
Yesterday 
Her night begins the day 
Why think when we can play 
""I find it so hard to find, 
A certain dress of that kind"" 
As she twists and she whirls 
And she dances it all away, 
The problems persist, they won't 
Go away 
She twists and she whirls 
Dancing it all away, 
Would rather see the night 
Than the reason of the day 
I find it so hard to find 
Any reason to this kind "
The Horrors,Sea Within a Sea,2010,shoegaze,"Some say we walk alone
Barefoot on wicked stone, no light
And sanctuary found never waits around awhile
Marching to the sea
Their dreams stay in the shadows
Their dreams stay firmly rooted in the shallows
See the scraping sky
See my destination, see my destination there tonight
So say I walk alone barefoot
On wicked stone tonight
Will you leap to follow?
Will you turn and go? 
Will your dreams stay rooted in the shallows? 
See the scraping sky 
Far beyond the shallows 
Far beyond the reaches of the shadows 
Though youth may fade with boyhood's cares 
New fear will catch us unaware 
I know it will, I know it will 
I know it will, I know it will 
So you might say 
The path we share is one of danger 
And of fear 
Until the end 
Until the end 
Until the end 
Until the end "
Airiel,Wildflowers,2014,shoegaze,"All I see is fading light
All around are whispers
It's damp outside, a chill tonight 
My fingers all are blisters 
What you see, I can't contain 
My reason is to glisten 
All I see, I can't explain 
If you forget to listen 
Can't you listen 
Just be still 
It's almost over 
A thousand blisters 
On my tongue 
It's already over 
It's clear outside, the stars are bright 
All the while we listen 
I've split into my thoughts of you 
Sugar coat, it glistens 
All I need is what you have
As it drips on down your fingers 
Coats your lips in its sweet taste 
Of lemon flavored kisses "
Asteroid #4,Beautiful Machines,2006,shoegaze,"Something missing in our brains, yeah 
We all used to live in caves, yeah 
Build the world, thats in our heads, yeah 
And its not over yet 

(What's holding you back?) 
We roll through space, all looking up 
(What's holding you back?) 
To fall like waves on sand 
Beautiful Machine 
Show me what you see 

We're a million miles away, yeah 
From where we should all be today 
There's a lot that we regret 
That we should never forget 

What were you thinking of? 
 
Slowly drifting out in space 
We all used to live in caves 
We build the world thats in our heads 
And its not over yet 

Whats holding you back? "
Windy & Carl,"	Snowflakes",1998,shoegaze,"Snowflake, snowflake, little snowflake. 
Little snowflake falling from the sky.  
Snowflake, snowflake, little snowflake. 
Falling, falling, falling, falling, falling, 
falling, falling, falling, falling… 
falling on my head. 

Snowflake, snowflake, little snowflake. 
Little snowflake falling from the sky. 
Snowflake, snowflake, little snowflake. 
Falling, falling, falling, falling, falling, 
falling, falling, falling, falling… 
falling on my nose. 

Snowflake, snowflake, little snowflake. 
Little snowflake falling from the sky. 
Snowflake, snowflake, little snowflake.  "
The Black Angels,Black Grease,2008,shoegaze,"You're a storm, you're so emotional 
Moody and controlled, sly and involved 
You're alright, you come to me in times 
You make me realize I'm not the kindest guy 

But I give, give, give, give 
I give what I can give 
So just give, give, give, give 
Give me what you have, dear 

Slow, you kept me in that storm 
You showed me things galore 
Made me want much more 
And I denied, the things I saw inside 
The things I saw inside is what really caught my eye 

And you give, give, give, give  
Just give what you can 
And I'll live, live, live, live 
Live while I can, dear 

You're so surprised, you see me put up fights 
You hear me realize, you come along for rides 
You're just so kind, the eagle with red wine 
You made me see that bright eye between me and time
  
To just kill, kill, kill, kill 
You kill what you can 
And you kill, kill, kill, kill 
Anything you want "
"	Spiritualized","	Ladies and Gentlemen We Are Floating in Space",1997,shoegaze,"Ladies and gentlemen, we are floating in space

All I want in life's a little bit of love
To take the pain away
Getting strong today
A giant step each day
All I want in life's a little bit of love
To take the pain away
Getting strong today
A giant step each day

[Verse 1]
Wise men say
""Only fools rush in,” ""Only fools rush in""
But I, I can't help 
I can't help falling, falling in love with you 

I will love you 'til I die (Wise men say)
And I will love you all the time (""Only fools rush in"") 
So please put your sweet hand in mine (But I can't help) 
And float in space and drift in time (Falling in love with you) 
All my time until I die (Wise men say,) 
We'll float in space, just you and I (""Only fools rush in"") 
And I will love you 'til I die (But I can't help) 
And I will love you all the time (Falling in love with you) 

So please put your sweet hand in mine (Wise men say)
Wise men say 
And float in space and drift in time (""Only fools rush in"") 
""Only fools rush in,” ""Only fools rush in""  
All my time until I die (But I can't help) 
But I, I can't help 
We'll float in space, just you and I (Falling in love with you) 
I can't help falling, falling in love with you 

Wise men say (I will love you 'til I die) 
Wise men say 
""Only fools rush in” (And I will love you all the time)  
""Only fools rush in,” ""Only fools rush in"" 
But I can't help (So please put your sweet hand in mine) 
But I, I can't help 
Falling in love with you (And float in space and drift in time) 
I can't help falling, falling in love with you 
Wise men say, (Wise men say,) 
""Only fools rush in,” (""Only fools rush in,” ""Only fools rush in"") 
But I can't help (But I, I can't help) 
Falling in love with you (I can't help falling, falling in love with yo—) 
Ladies and gentlemen, we are floating in space

All I want in life's a little bit of love 
To take the pain away 
Getting strong today  
A giant step each day 
All I want in life's a little bit of love 
To take the pain away 
Getting strong today 
A giant step each day "
The Skywave,"	Take It All",2012,shoegaze,"Cause their ain't nun' to talk about inside this room right now (Right now)
And I ain't looking for a bitch that [?] hold me down (Hold me down)
I just popped up in that Civic, tryna' show me 'round (Show me 'round)
I'm looking for designer (Oh)
Thankfully, I got all the drugs that you need on me (Yeah, need on me) 
And it's so many colors you gotta' see (So many colors) 
She wanna be high, told her, ""better not hesitate to breathe"" (Hesitate to breathe) 
(Wait up) I know you tried to take it all (Take it all) 
You're in the sky right now, but can you wait for us? (Wait for us) 
And I ain't never running out, so she stayin' up (So she stayin' up) 
And if she suck me 'til the morning, bitch is stayin' up (She's stayin' up) 
(We'll never fall) I know you tried to take it all (Take it all, take it all, oh) 
Take it all (Take it all, take it all) 
Take it all (Take it all, take it all, oh) 
Take it all (Take it all, uh) "
Lotus Plaza,"	Out of Touch",2010,shoegaze,"Take a plane, could be a thousand miles away 
Take our time, where clocks don't have too much to say 
Take it slow, live it all just day by day 
Go alone, you wave goodbye and fly away I often wonder what it's like (woah) 
To leave this all and start a life (woah) 
Some place new and out of touch (woah)  
With all our ways we know so much (woah )

Let's start again, and recreate our lives out there  
Walk the plank, feel the wind blow through our hair 
On a beach, gather shells up from the sand 
Or way down low, where moonlight rises from the land 

I often wonder what it's like (woah)  
To leave this all and start a life (woah) 
Some place new and out of touch (woah) 
With all our ways we know so much (woah) "
"	Airiel",Sugar Crystals,2012,shoegaze,"Ornament circles swimming above me 
Singing me fast asleep onto the floor 
Orange and yellow sliding 'round corners 
Hiding to sleep behind my bedroom door 
Gravity saves us gravity loves us 
Gravity keeps you here for me to hold 
Sugary crystals sing how you love me 
Showering over me in icy cold 
Forward projection parallel tables 
Angles of architecture take control 
Backwards construction signal conversion 
Reverberation sails out of control 
Plastic contraptions piled before me 
Drifting me in and out of restless sleep 
Time table drawings fade away slowly 
Satellite orbits lying at my feet "
